title,url,date,hood,description,address,compensation
Document Control Specialist,https://sfbay.craigslist.org/sby/sof/d/document-control-specialist/6667521392.html,1533885300000, (san jose east),"
        
Imagine a way to see, sense, and share the intangible. It's what happens when big data becomes knowledge. When images become insight, and when experiences come to life. That's what Barco is all about. In a world where data and rich content are expanding exponentially, we empower our customers with inspired sight, sound and sharing solutions to help them make meaningful connections. Together, we create brighter outcomes, around the world.
 
Barco, a global technology company, designs and develops networked visualization products for the Entertainment, Enterprise and Healthcare markets. Barco has its own facilities for Sales & Marketing, Customer Support, R&D and Manufacturing in Europe, North America and APAC. Barco (NYSE Euronext Brussels: BAR) is active in more than 90 countries with 3,500 employees worldwide. Barco posted sales of 1.102 billion euro in 2016. For more information on Barco, please visit our website at www.barco.com
 
As a Barco associate, you will be part of high performing teams that compete with integrity to deliver results to our customers, our shareholders and to each other. Barco offers a challenging workplace full of the most gifted and innovative professionals in the visualization industry, who are responsible for bringing technologically advanced products to life. We seek individuals with talent and the passion to grow in a culture built on vision, innovation and the competitive spirit. We compete with integrity; we strive to outperform the competition through our focus on the customer, our trust in each other and by providing the environment for individual opportunity and growth.

If you are currently a top performer who aids engineers by performing a variety of tasks in support of product development and sustainability, then this role is for you. We are currently hiring a Document Control Specialist for our dynamic Healthcare team located in Fremont, California.  This person is responsible for the engineering logistics involved with New Product Introduction (NPI) activities for our dynamic Healthcare team from conception and development through Product Life cycle, attends weekly Project Status Meetings (PSM), follows up on Logistics, generates and checks Engineering Change Procedures (ECPs), and Bill of Materials as well as provides active, hands-on support to the R&D team, in a fast-paced environment.  
 
Essential Duties and Responsibilities
•	To ensure that necessary components are planned and purchased
•	Assist the NPI Project Manager by interfacing with other departments (production, quality, purchasing etc.) to communicate information and to ensure that company-wide preparations are made for NPI.
•	Receives & writes ECPs from and for R&D and checks them for completeness. Checks subjects and evaluate impacts. Submits to Quality for review. Validates implementation. Reviews Engineering drawings (schematics, mechanical drawings, PCB drawings, Bills of Materials etc.) for completeness prior to ECP processing & processes the ECP's.  Generates BOM reports which are sent to the contract manufacturer so they can update their system(s).
•	Receives requirements from Engineering and writes Purchase requisitions and/or New Item Purchase Requests (NIPR). Obtains approvals and monitors delivery. Receives items and delivers to requestors.
•	Assist NPI Project Manager & Manufacturing Engineer in coordinating activities for submitting new products for Emissions, Safety and other external certifications, as required.
•	Assist the NPI Project Manager to drives necessary logistics to build Alpha, Beta and 0-series (first production) product. 
•	Uploads released documents and software for all Healthcare products after ECPs are processed to the Technical Document Explorer (TDE) and/or FTP site.
•	Handles New Item/Manufacturer Requests for standard (non-PCB) components.
•	Handles p/n creation/modification of customized parts (sheet metal items and cable assemblies), BOM creation/verification and part push into SAP local plants as needed.
•	Makes simple drawing modifications in AutoCad/Pro-E per ECP requirements.
•	Coordinates shipping activities for Engineering

Qualifications
•	A Bachelor's or Associate's degree in a (semi) technical area or equivalent experience
•	Strong administrative skills
•	Must have the ability to manage own time effectively and determine priorities to focus on the key issues, excellent organizational skills
•	Excellent written and verbal communication skills.
•	Extreme attention to detail.
•	Microsoft office experience (MS Word, MS Excel, MS Visio); be willing to learn new software tools
•	Knowledge of SAP is a strong plus

Barco, Inc. supports all policy and practices related to (but not limited to), federal and local employment regulations such as follows: EEO, AAP, ADA, OSHA, C-TPAT and E-Verify. We promote a drug-free work environment, along with an open door policy of communication. All of our practices support global diversity and inclusion in the workplace.
 
We offer a competitive compensation package that includes a menu of benefits to help promote wellness for you and/or your family.
 
VISIT www.barco.com TO APPLY FOR THIS POSITION and refer to job number 1800643. Only those applicants who meet the minimum skills/qualifications in this posting and answer the prescreen questions will be considered. Successful candidates must be able to provide proof of legal authorization to work in the United States.
 
EEO/AAP/M/F/Vets/Disabled

    ",47817 Fremont Blvd.,TBD based on experience
"Applications Architect, Manufacturing Systems",https://sfbay.craigslist.org/nby/sof/d/applications-architect/6667455252.html,1533881880000, (petaluma),"
        



  
  


Amy's Kitchen, Inc., is the nation's leading natural food brand
offering over 250 frozen meals, canned soups and jarred sauces and
salsas. We are a family business committed to producing truly
delicious, easily prepared vegetarian meals made for health-conscious
people. We use only natural and organic ingredients and prepare our
products with the same careful attention in our kitchen as you would in
your home.

We are currently seeking an experienced Applications Architect,
Manufacturing Systems.  As a key member of our Enterprise
Applications team, you'll be instrumental in creating a new era of
user-facing applications, data automation and integrations for our
operations and plant-floor teams. Working closely with members of IT,
Manufacturing, Plant Engineering, Quality and Planning, you will
design, create, and integrate various systems to improve how our people
use technology to make great food, enable process change, and gain
visibility into real-time efficiency and quality trends to support our
continuous improvement culture. We offer a unique environment where the
technology expert can see, touch and TASTE the effects of your work.

Your broad skill-set in systems architecture and your experience
working with an array of technologies from databases and data
integration to UI creation, Python scripting (or similar) and report
development will be essential, and your passion for designing effective
solutions for real people to use will resonate here.

We use the Inductive Automation's Ignition platform for HMI
touchscreens, data acquisition and MES functionality, Kepware OPC, and
Microsoft Dynamics AX/365 for batch production, inventory and quality.
We use MySQL, SQL Server and Oracle databases. We'll train you in the
Ignition platform technology, you just bring your experience in similar
data-focused systems projects and your love of delivering innovative
tools to solve real-world problems.

EDUCATION and/or EXPERIENCE

Four year college or university program certificate and 8+ years
related experience; or an equivalent combination of education and
experience that demonstrates the required qualifications.

Examples of desired language, platform, and standards experience
include:

Python, Perl, or similar interpreted languages
SQL experience using databases like MSSQL, MySQL or Oracle
Javascript and JSON
XML
C# or X++
Integration with industrial PLCs, OPC, and devices
Integration approaches like REST and SOAP
Report development using tools like SSRS, Crystal, etc
Linux/bash and/or Windows/powershell
HTML and CSS
This position is based at our head office in Petaluma, CA and requires
some travel to our production sites (approximately 10-15% out of the
local area).

Amy's Kitchen offers a competitive compensation and benefits package

Please go to
https://recruiting2.ultipro.com/AMY1001/JobBoard/dff40f9b-9ed2-259a-9380-64c5a70b9171/OpportunityDetail?opportunityId=5909b935-b73e-4168-b88c-de36a8650415
to apply.

EOE/M/F/V/


    ",,TBD
SQA Analyst- Work with fabulous people at a 5-star credit union,https://sfbay.craigslist.org/pen/sof/d/sqa-analyst-work-with/6667432264.html,1533880680000, (redwood shores),"
        

	
		
			
			
		
		
			
				
				

Why Provident

Provident Credit Union is member-owned, trusted, financially sound, technologically advanced, and provides ""world class"" value, convenience, products and services to all members. We are headquartered in Redwood Shores, CA and have 17 branches located throughout the San Francisco Bay Area, and Folsom.

Job Summary

The Software Quality Assurance Analyst will work with dynamic and hard-working teams to help improve the quality of software developed for core business applications and digital services. Works closely with business analysts, developers, product management, customer service and other internal groups to proactively seek product information, develop in depth test plans, derive practical use cases, and author appropriate test cases. Prepares complex data sets to test logic, error handling and system workflows.


Tests the most complex features of new software releases using pre-defined test plans and scripts to identify defects. Documents results and uses designated systems and tools to track outcomes. Performs follow-up rounds of testing as needed. Performs functional black and white box testing and test automation where applicable. Develops and maintains the test automation framework.

Job Duties


	Conduct functional-level testing including both GUI and back-end tests. 
	Collaborate with cross-functional teams and stakeholders to understand the requirements and translate them into actionable and measurable tasks to ensure timely and effective testing for product releases.>
	Coordinate and lead efforts for cross functional testing and/or integration tasks on a project basis.
	Develop and/or maintain test scripts for GUI (Wed Based and Java based standalone application) and back-end automation.
	Writes and maintains test automation scripts, processes and procedures.
        Develops quality assurance standards.
	Advises development team members on quality concerns.
	Supports design and development practices.
        Defines and tracks quality assurance metrics such as defect densities and open defect counts.
	Perform qualitative and/or quantitative tests/evaluations of products, processes, equipment, and systems to support validation requirements.



Education/Training


	Degree in Computer Science, Systems Engineering or minimum 5 years equivalent work experience in testing or programming.
        



Required Skills


	5+ year's software testing experience. 
	3+ year's test automation software experience.
	Experience in both white and black box testing, performance/load testing web apps.
	Experience with testing web-based and java-based standalone applications.
	Experience developing test plans, designing, implementing, executing and analyzing test cases, writing bug reports, and assessing risk.
        Familiarity with defect-tracking software and processes including but not limited to Selenium (browser based applications), IBM's RFT, HP QPT, Micro Focus (HPE) UFT and Appium.
	Familiarity with C# and .Net application programming.
        Experience with multi-tiered web technologies including web servers and application servers. 
	Must have a working knowledge of quality assurance methodologies.
        Familiar with Microsoft environments, products and testing methodologies and automation tools. 
	Proven track record working with development teams to perform quality assurance assignments.
        Familiarity with GUI standards a plus.
	Experience in GUI automation tools is a plus.
        Must have adequate mastery of the English language in order to convey meaning verbally and in written documents in the form of manuals, policies and day-to-day internal communications with colleagues, vendors and staff.
	Possess ability to articulate complex technical information/issues (e.g. architecture/design errors) to team in clear concise manner (written and verbal).




				APPLY NOW >>
				
				

Compensation and Benefits


	Fully paid health insurance premiums
	Quality medical, dental and vision care coverage
	401(k) retirement plan with matching employer contributions
	Strong commitment to investing in your career and educational advancement by offering up to 100% tuition reimbursement for approved courses.
	Bi-Annual Profit-Sharing Incentive Plan
	Employee Referral Bonuses
	Generous paid time off and paid holidays
	Flexible spending accounts
	Short and long-term disability coverage
	Life and AD&D insurance
	Provident membership
	Rate discount on home and auto loans
	In-house training
	And much more!



				APPLY NOW >>
				
				
				
				
			
		
	


	
		
			
				

Equal Opportunity Employer


 
    ",303 Twin Dolphin Drive,"$90,000+/year based on experience"
Senior Linux Database Administrator,https://sfbay.craigslist.org/eby/sof/d/senior-linux-database/6667332311.html,1533875580000, (Berkeley),"
        
Senior Linux Database Administrator

Voleon is a technology company that applies state-of-the-art machine learning techniques to real-world problems in finance. For more than a decade, we have led our industry and worked at the frontier of applying machine learning to investment management. We have become a multibillion dollar asset manager, and we have ambitious goals for the future.

Your colleagues will include internationally recognized experts in machine learning research as well as highly experienced finance and technology professionals. The people who shape our company come from other backgrounds, too, including concert music performance, humanitarian aid, opera singing, sports writing, and the submarine service. You will be part of a team that loves to succeed together.
 
In addition to our enriching and collegial working environment, we offer highly competitive compensation and benefits packages, technology talks by our experts, a beautiful modern office, daily catered lunches, and more.

As the Database Administrator, you will architect and enhance automated, maintainable database systems in a Linux environment. You will be a senior member of the Systems team, which is flexible in supporting a growing, dynamic team of software, research, and systems engineers. This role is a means to make a difference: you will maintain systems at the core of this high growth, data-driven technology company.

Responsibilities
•	Deploy, configure, and maintain database systems
•	Make decisions regarding database technologies
•	Help software engineers work through performance problems and optimize database performance
•	Support database replication and backup processes
•	Perform database infrastructure automation using Ansible 
•	Maintain an understanding of current trends in the field

Requirements
•	At least five years of professional experience in IT with at least two years as a DBA in a Linux environment
•	Expertise in PostgreSQL, including replication and performance optimization
•	Professional experience writing and debugging SQL
•	Administrator level OS (Linux) skills
•	Experience deploying and maintaining distributed key/value stores, Document Store, Graph DB or other NoSQL databases
•	Proficient with Ansible 
•	Understanding of database access control (RBAC)

Preferred Experience
•	Familiarity with mySQL, SQL Server, or Oracle
•	Scripting skills including Python and PL/SQL

Please submit your application via the following link: https://jobs.lever.co/voleon/124bef00-29de-4b89-896b-a4523b7a5d28?lever-origin=applied&lever-source%5B%5D=Craigslist

The Voleon Group is an Equal Opportunity employer. Applicants are considered without regard to race, color, religion, creed, national origin, age, sex, gender, marital status, sexual orientation and identity, genetic information, veteran status, citizenship, or any other factors prohibited by local, state, or federal law.    ",,Competitive
Technical Autonomous Vehicle Trainer,https://sfbay.craigslist.org/sfc/sof/d/technical-autonomous-vehicle/6667306686.html,1533874320000, (SOMA / south beach),"
        
We're the driverless car company. We're building the world's best autonomous vehicles to safely connect people to the places, things, and experiences they care about.
 
Our vehicles are on the road in California, Arizona, and Michigan navigating some of the most challenging and unpredictable driving environments. We're looking for people who want to solve some of today's most complex engineering challenges and make a positive impact.
 
We are looking for Autonomous Vehicle-Trainers to help us test and improve the performance of our driverless cars! You should have strong attention to detail along with an excellent driving record. Professionalism and sound judgment are required at all times, as well as the ability to work in a team setting. You'll be expected to keep certain project details confidential.
 
We're looking for people to join us in a contract position starting immediately, expected to last a year and possibly longer. Pay starts at $23 per hour.

Monday - Friday
4:00pm - 12:00am (midnight)

or

Saturday - Sunday 10:00am - 6:00pm
+
Days during the week 4:00pm - 12:00am (midnight)
Total Hours = 40

**APPLY at getcruise.com/careers and search for the ""Autonomous Vehicle Trainer"" position to submit your resume**
 
Responsibilities:
Working in teams, taking turns between (i) driving (some manual driving but primarily monitoring the vehicle's behavior in autonomous mode and taking over when necessary), (ii) software monitoring and logging responsibilities and (iii) providing remote assistance
Troubleshooting in the field to complete projects
Complete driving reports, procedures, and tests in order to collect data for the engineering team
Writing detailed reports for engineers based on the car's performance
Ability to recognize and track issues in software
Testing other aspects of our driverless cars
Ad hoc projects as needed

Requirements:
1-3 years previous work experience
Technical computer skills
Licensed to drive a motor vehicle for the three years immediately preceding your application and currently hold an active California driver's license
Clean driving record and excellent driving skills
Clean background check and drug screen
Able to drive and/or spend time sitting in the car for 6-7 hours per day, 5 days a week
Ability to focus on monitoring software in a moving vehicle
Ability to keep calm and perform well under pressure
Impeccable written and verbal communication skills
Enthusiasm for driverless cars!

Bonus Points:
Military experience
Bachelor's degree (or relevant QA / Operations experience)
Defensive drivers training (Smith Systems, etc.)
Route/Delivery experience

Perks:
Solve difficult problems that have immediate and valuable real-world applications
Catered lunch, snacks, etc.

This position is full-time employment with our contingent workforce partner, paying $23/hour and offering benefits, 401(k), and paid time off.

**APPLY at getcruise.com/careers and search for the ""Autonomous Vehicle Trainer"" position to submit your resume**
 
GM Cruise LLC provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, sexual orientation, gender identity or expression, veteran status, or genetics. In addition to federal law requirements, GM Cruise LLC complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.
 
 

    ",1201 Bryant St.,23/hr
Solution Architect,https://sfbay.craigslist.org/sfc/sof/d/solution-architect/6667285418.html,1533873240000,,"
        
Rubicon Global Holdings, LLC seeks Solution Architect in San Francisco, CA

Responsibilities: Responsible for converting business requirements into a software architecture and design for Rubicon Global customers. Responsible for developing rest services to develop interoperability of various business systems. Designs, implements, and maintains Java application phases. Develops enterprise and object-oriented solutions. Tests, designs, and writes code for production quality software. Works closely with Rubicon Global business intelligence analysts and other business units to deliver solutions. Completes applications development by coordinating requirements, schedules, and activities and monitors the project development lifecycle. Contributes to team meetings. Troubleshoots development and production problems across multiple environments and operating platforms. Updates job knowledge by researching new internet technologies and software products, participates in educational opportunities, and reads professional publications. Enhances organization reputation by accepting ownership for accomplishing new and different requests and exploring opportunities to add value to job accomplishments. Utilizes agile methodologies to analyze systems and engage in full life cycle development. Other duties as assigned. 

Education: Master's* degree (or equivalent foreign education) in Computer Science, Engineering (Any) or related.

Requirements: 2* years in the job offered or related positions. Other special requirements include: 2 years of experience working with Java/J2EE environments using JSP, Servlets, Spring 3.0 or similar; 2 years of experience using BRMS solutions using Drools BRMS system; 2 years of experience migrating existing business processes to the BPM model using Alfresco BPM Solution; 2 years of experience applying database technologies using Oracle 10g, SQL, and PL/SQL and deploying them in an Amazon Web Service Cloud platform; and 2 years of experience leveraging at least three of the following: JBoss, Tomcat, XML, XML Beans, XSL, and JSON.

*In lieu of a Master's degree and 2 years of experience, employer will accept candidates with a Bachelor's degree in the above/related fields and 7 years of progressive, post-baccalaureate experience in the job offered or related positions.

Please fax resume to 678-906-2612 Attn: Victoria Thornton quoting job #SA018.    ",,Will discuss with applicant.
Game Server Engineer,https://sfbay.craigslist.org/eby/sof/d/game-server-engineer/6666712788.html,1533804960000, (oakland downtown),"
        
Come Play

Self Aware Games creates free-to-play games that connect people all over the world and across platforms! Our Big Fish Casino franchise tops the charts among mobile social casino games, and we keep the party going with mini-games, in-game events, and other social hits!

The Mission

We are looking for a Game Server Engineer to work on Casino infrastructure. The ideal candidate has experience writing back-end features for a live ops application. Our backend team is small, so each member has a large amount of ownership and impact on how the game is scaled. 

Also Included

Design, implement, and deploy infrastructure with emphasis on uptime and scalability
Profile and tune highly-scalable backends
Develop APIs for other development teams to consume
Provide feature development support and post-release analysis 

Required Experience and Skills

B.S. in Computer Science or equivalent
2+ years professional experience in software development
Comfortable with linux / command line
Basic knowledge of networking, DNS, protocols
Database design and SQL knowledge
Experience developing backend systems

You Are

Able to learn, understand, and extend existing systems
Able to maintain composure under pressure
A critical thinker, and can solve problems demonstrating analytical skills
Detail-oriented, motivated, and a self-starter who can work with little supervision
Excited about solving tough and interesting technical problems alone and in team settings 


 Want to discover more about life at Big Fish? Check us out on TheMuse.com	

 Click here to apply! 


**This role is not eligible for any company sponsored immigration visas.**

    ",,DOE
Full-stack Web Developer,https://sfbay.craigslist.org/eby/sof/d/full-stack-web-developer/6666664849.html,1533802140000, (walnut creek),"
        
Well-capitalized startup seeks exceptionally talented full stack engineers to help augment the first professional student social network on the internet.  The ideal candidate has extensive experience in designing, maintaining, and scaling web-infrastructures. Should have a BS, MS or PHD in computer science or equivalent.  Top-notch communication skills are essential. Familiarity with React/Redux, PHP would be helpful but not necessary. Must be currently residing in the East Bay or willing to relocate near our office.   Our office is in the heart of Walnut Creek and within walking distance of BART. Your compensation will include meaningful equity ownership.
About our culture.  We are an extremely transparent company and perfect for individuals who are open minded, willing to grow and metric driven.
To apply, please submit your resume and complete our optional hiring questionnaire:https://www.surveymonkey.com/r/QVY9CJ6
In this role you will: 

Full-stack development with technology using, ReactJS, Redux, etc.
Implementing both front-end and back-end web and mobile based applications.
Design, develop, test, deploy, maintain, and improve software across the stack
Develop automated tests and deliver high-quality code to production within a short development cycle
Work closely with our extended team

You should have:

At least 2 years of professional experience
At least a bachelor degree in Computer Science or related subject
Familiarity with MVC frameworks
Attention to detail and personal pride in your work
Ability to work in a disciplined environment

Extra credit:

Familiarity with system administration, database design, full-text search engines, machine learning
Front-end development with a modern JS framework (AngularJS, React), React Native, SaaS
Experience building APIs for web and mobile
Experience developing online marketplaces

Awesome things about this position:

As a member of a small team, you get to wear many hats. In addition to application development, we could use help with everything ranging from devops to machine-learning.
Your work gets used by millions of people.  The feedback loop is short. You can see immediately how your work is making an impact. You will be part of an amazing culture that enables you to grow personally and professionally.

About Plexuss
Plexuss is a Global Student Network headquartered in Walnut Creek, California. We connect students with universities, scholarships, school alumni, and peers. There are over 1.2 billion high school and college students, and there isn't an established pre-professional network that students can use. Our objective is to become the LinkedIn of the Education industry.
We at Plexuss are blue sky thinkers with our feet on the ground.  The core of our cultural engine has been implemented by some of the most successful companies in the world, yet we have strived to make it uniquely ours.  We believe getting to the best outcome requires a single mission statement of genuine truth, unadulterated by personal motives. Our experiment consists in making our goals a reality through relentless testing and iterations. If you share our passion for teamwork, our vision to create an exceptional culture and our goal to create the first professional social network for students worldwide, we encourage you to apply to our openings.
Plexuss is an equal opportunity employer. Must be a U.S. Citizen, Permanent Resident or have permission to work in the U.S.  Unfortunately, we are not able to sponsor work visa.
keywords: full stack engineer, web developer, full stack developer, full stack programmer, full stack mobile developer, backend engineer, backend developer, cloud engineer, back end web developer, qa engineer, front end engineer, front end developer, senior web developer    ",1475 N Broadway,Salary + Benefits
Lead Senior Software Developer (053),https://sfbay.craigslist.org/sfc/sof/d/lead-senior-software/6666451611.html,1533790740000, (Anacortes),"
        
As a lead developer you will guide and mentor your product team, as you work to perform feature analysis, requirements gathering, design, and maintenance of C#, n-tier, .NET applications utilizing SQL Server databases. The team uses Scrum, conducts code reviews, and ensures product quality.

What You'll Be Doing:

You will lead and work with your team to perform feature analysis, requirements gathering, design, implementation, and maintenance of C#, n-tier, .NET applications utilizing SQL Server databases. You will assist the team in utilizing Scrum conducting design/code reviews and ensuring/validating product quality.

Who Are We Looking For: 

Proven experience in leading teams of two to five developers. 
Excellent interpersonal and organizational skills with the ability to self-manage and work in cooperative team environments. 
Great team building and team participation skills. 
Understanding and ability to lead a Scrum based team in the development arena. 
Solid understanding of the development lifecycle focusing on the Microsoft stack. 
Several years as a senior software engineer utilizing C#, .NET, SQL Server in an n-tiered environment. 
Excellent written and verbal communication skills with the English language. 

What Experience You'll Need to Have: 

Proficient in:  C#, WPF or WinForms, NT Services, web services (RESTful / SOAP / WCF), multi-threading, error handling and recovery, scalability techniques.

Working Knowledge in:  SQL Server 2008 - 2016 - TSQL, stored procedures, views, functions.

Knowledge of:  Git, MSBuild, InstallShield/WIX, Infragistics/Telerik control suite, web-based application programming.

Ability to: 
Design and implement application routines utilizing OOD/OOP principles. 
Create client/server, n-tier, fault tolerant, scalable, enterprise class applications. 
Trouble shoot issues to the point of correction and deployment. 
Utilize Visual Studio to fully debug an application top to bottom. 

What Experience Would be Beneficial: 

Long-term care pharmacy knowledge a plus.

What Education You'll Need to Have: 

A minimum of a BS or BA in Computer Science, an Engineering discipline, or equivalent years of experience is required for this position.

Please note the following items before submitting your resume and cover letter: 
This position is in-house only. 
Relocation assistance is available.
Please submit your cover letter and resume in PDF format. Thank you! 
Integra LTC Solutions, LLC is an Equal Opportunity Employer and Follows the Federal Guidelines for a Drug-Free Work Environment. 
    ",317 Commercial Ave.,Commensurate with experience
Quality Assurance Engineer,https://sfbay.craigslist.org/eby/sof/d/quality-assurance-engineer/6666403142.html,1533788220000, (hayward / castro valley),"
        
Position Description
We are looking for a Quality Assurance (QA) engineer to develop and execute manual and automated tests to ensure product quality.

The responsibilities include designing and implementing tests, troubleshooting, and defining corrective actions. You will also review system requirements and help track quality assurance metrics.

The QA engineer role plays an important part in our company's product development process. Our ideal candidate will be responsible for conducting tests before product launches to ensure software runs smoothly and meets client needs, while being cost-effective. If you have quality assurance background and enjoy providing end-to-end solutions to software quality problems, we'd like to meet you.

You will be a part of the team that monitors all stages of software development to identify and resolve system malfunctions to meet quality standards.

Responsibilities
●	Review requirements, specifications, and technical design documents to provide timely and meaningful feedback
●	Create detailed, comprehensive and well-structured test plans and test cases
●	Estimate, prioritize, plan and coordinate testing activities
●	Design, develop and execute automation scripts using open source tools, like Selenium, Jenkins and WebDriver
●	Identify, record, and thoroughly document and track bugs
●	Perform thorough regression testing when bugs are resolved
●	Develop and apply testing processes for new and existing products to meet client needs
●	Liaise with internal teams (e.g. developers and project managers) to identify system requirements
●	Stay up-to-date with new testing tools and test strategies

Requirements
●	Fanatical attention to details
●	Proven work experience in software development and quality assurance
●	Strong knowledge of software QA methodologies, tools and processes
●	Experience in writing clear, concise, and comprehensive test plans and test cases
●	Strong written and verbal communication skills
●	Hands-on experience with both white box and black box testing
●	Hands-on experience with automated testing tools
●	Experience working in an Agile/Scrum development process
●	Experience with performance and/or security testing is a plus
●	Experience on the Salesforce.com platform is a plus
●	Experience with Subversion is a plus
    ",,DOE
Software Developer (042A),https://sfbay.craigslist.org/sfc/sof/d/software-developer-042a/6666392317.html,1533787680000, (Anacortes),"
        
Our developers work within their product team to perform feature analysis, requirements gathering, design, implementation and maintenance of web based, enterprise applications.  Our teams utilize Scrum, conduct design and code reviews, and ensure/validate product quality.

What You'll Be Doing: 

You will work with your team to perform feature analysis, requirements gathering, design, implementation, deployment and maintenance of Integra's BI Mevesi web application product.  As a vital member of a Scrum team participating in shaping and enhancing the product, you will assist in providing our customers the utility and high quality they expect from our products. This job will require occasional late nights for assisting support and/or deploying a new release.
 
Who Are We Looking For: 

Good interpersonal and organizational skills with the ability to work in cooperative team environments. 
Great team participation skills. 
Solid understanding in the development lifecycle. 
Ability to work closely with a global team of individuals. 
Excellent written and verbal communication skills with the English language. 
Excellent unit and integration testing abilities. 

What Experience You'll Need To Have: 

Solid understanding of web application architecture.
2-5 years of experience using Java, Spring and Hibernate. 
Experience with web technologies including ExtJS, RESTful web services, JavaScript, HTML5, CSS3, JQuery, HighCharts. 
Experience using SQL and/or MySQL. 
Cross browser development experience is highly desirable. 
Ability to design and implement application routines utilizing solid error handling principles.  
Trouble shoot issues to the point of correction and deployment. 
Experience utilizing version control systems such as GIT or SVN.
Utilize a debugger to interrogate the application from top to bottom. 

What Education You'll Need To Have: 

A minimum of a BS or BA in Computer Science, an Engineering discipline, or equivalent years of experience is required for this position.

What Experience Would Be Beneficial: 

Experience leading teams of two to five developers.
Experience with front end technologies including Angular and Bootstrap. 
Prior experience developing in an n-tiered, mission critical environment. 
Solid grounding in data transfer formats including XML, JSON and HL7. 
Deployment of a multi-tenant web application in a production environment. 
Understanding of Scrum and Agile. 
Prior experience with large amounts of data and reporting. 
Long-term care pharmacy knowledge a plus. 

Please note the following items before submitting your resume and cover letter:
This position is in-house only.
Please submit your cover letter and resume in PDF format. Thank you! 
Relocation assistance available.
Integra LTC Solutions, LLC is an Equal Opportunity Employer and follows the Federal Guidelines for a Drug-Free Work Environment.
    ",317 Commercial Ave.,Commensurate with experience
Software Developer (042),https://sfbay.craigslist.org/sfc/sof/d/software-developer-042/6666370595.html,1533786600000, (Anacortes),"
        
Are you a solutions builder?  Join us!  We are ready for you to bring your talent, knowledge, experience, and everything about you into the Integra family.  It is an exciting time as we continue to grow!

What You'll Be Doing: 
You will work with your team to perform feature analysis, requirements gathering, design, implementation, and maintenance of C#, n-tier, .NET applications utilizing Microsoft SQL Server databases. You will be a vital member of a Scrum team participating in design/code reviews and ensuring/validating product quality.

Who Are We Looking For: 
Good interpersonal and organizational skills with the ability to work in cooperative team environments. 
Great team participation skills. 
Solid understanding in the development lifecycle focusing on the Microsoft stack. 
Experience as a software engineer utilizing the Microsoft stack. 
Excellent written and verbal communication skills with the English language. 

Nice to have:
Prior experience developing in an n-tiered environment.
Understanding Scrum and Agile.

What Experience You'll Need to Have:

Proficient in: C#, WPF or WinForms, web services (RESTful/SOAP/WCF), multi-threading, error handling and recovery.

Working Knowledge in: SQL Server 2008-2016 - TSQL, stored procedures, views, functions.

Knowledge of: Git, web-based application programming.

Ability to:
Design and implement application routines utilizing OOD/OOP principles.
Create client/server applications utilizing either WinForms or WPF.
Troubleshoot issues to the point of correction and deployment.
Utilize Visual Studio to fully debug an application top to bottom.

What Education You'll Need to Have: 

A minimum of a BS or BA in Computer Science, an Engineering discipline, or equivalent years of experience is required for this position.

Please note the following items before submitting your resume and cover letter:
This position is in-house only.
Relocation assistance available.
Please submit your cover letter and resume in PDF format. Thank you! 
Integra LTC Solutions, LLC is an Equal Opportunity Employer and follows the Federal Guidelines for a Drug-Free Work Environment.
    ",Commercial at 4th,Commensurate with experience
Software Test Engineer (055),https://sfbay.craigslist.org/sfc/sof/d/software-test-engineer-055/6666348323.html,1533785400000, (Anacortes),"
        
Please do not forget to submit a cover letter.
Use your expertise to ensure our software is the gold standard for the industry. We are seeking candidates who are curious, like to solve puzzles, and are keen to find solutions. Plan, write, run, and potentially automate software tests, plus write documentation for new software releases.

What You'll Be Doing: 
Participate in requirements and design reviews. 
Collaborate with product managers and developers to stage and estimate work (committing to personal work estimates). 
Plan tests to ensure product requirements are met and there are minimal negative side-effects. 
Install and configure test environments. 

Run manual and automated tests. 
Ensure complete and timely reporting on bugs and test results. 
Work with developers to ensure fixes are properly made to the products. 
Write internal documentation and provide training and support for our support staff. 
Potentially help automate tests. 

Who Are We Looking For: 
Highly, Highly, Highly organized. 
Ability to work with diverse groups of people. 
Ability to listen to clients, team members, and other parties and write to their skills. 
Exceptional teamwork, organizational, communication, and interpersonal skills.

What Experience You'll Need to Have: 
Innate test and troubleshooting skills or 5+ years of direct experience testing business applications. 
Working knowledge in Windows operating systems and networking with basic working knowledge of SQL OR solid working knowledge in Linux, networking and MySQL, and MMM for MySQL.

What Education You'll Need to Have: 

2 or 4-year degree in computer science or related field or equivalent experience.

What Experience Would Be Beneficial: 
Long Term Care pharmacy and/or accounting software experience (2+ years). 
Coding experience or degree, or experience writing software test automation. 
Leadership experience in software testing (2+ years). 
Formal test training. 
Powershell experience and knowledge. 

Please note the following items before submitting your resume and cover letter:
This position is in-house only.
Please submit your cover letter and resume in PDF format. Thank you! 
Relocation assistance available.
Integra LTC Solutions, LLC is an Equal Opportunity Employer and follows the Federal Guidelines for a Drug-Free Work Environment.
    ",317 Commercial Ave.,Commensurate with experience
